File Name,Sample Type
TCGA-CG-4441-01A-01-BS1.cca509d5-0658-4065-ab4f-2e625cd69eba.svs,Primary Tumor
TCGA-IN-8462-01A-01-TS1.724b35b4-2d5b-4440-bc87-291aa69408da.svs,Primary Tumor
TCGA-FP-A4BE-01A-01-TS1.6597A8E0-8F8C-4547-8E0D-CE73F97BFE81.svs,Primary Tumor
TCGA-BR-8370-01A-01-TS1.b6c8de4d-e1f6-42b6-9e4d-c24bc925a02f.svs,Primary Tumor
TCGA-BR-4366-01A-01-BS1.eb289f98-b009-4d75-af49-52afeb495f51.svs,Primary Tumor
TCGA-D7-8572-01A-01-BS1.64fd974e-c442-4211-b657-aadb0739ec81.svs,Primary Tumor
TCGA-D7-A6EX-01A-01-TS1.1DB8565C-6B94-4C91-A83C-ED6CDC1F474D.svs,Primary Tumor
TCGA-VQ-AA6D-01A-01-TS1.5284A9CC-F9A3-488F-94C7-1C5BD5FEEBD3.svs,Primary Tumor
TCGA-HU-A4GP-11A-02-TS2.7A60CC37-C3B3-415A-9052-4FD046B91197.svs,Solid Tissue Normal
TCGA-IN-A6RI-01A-01-TS1.CACC8D66-4B7C-403C-8A7F-1EB646916669.svs,Primary Tumor
TCGA-VQ-A928-01A-01-TS1.41346D3A-11AC-46F9-BEC1-5A1AFAE987D2.svs,Primary Tumor
TCGA-BR-8371-01A-01-BS1.6a2326a2-7bcb-42cf-8f4e-c03da3a14236.svs,Primary Tumor
TCGA-BR-4294-11A-01-BS1.d865893a-19eb-43d2-9210-00c7ad62bfcc.svs,Solid Tissue Normal
TCGA-BR-7957-01A-01-BS1.8f71850e-64eb-4e0a-bbc8-3c8f429c2222.svs,Primary Tumor
TCGA-CG-5724-01A-01-TS1.c737edfd-6dad-4f3d-a0b8-295039be1244.svs,Primary Tumor
TCGA-BR-8080-01A-01-BS1.e0f95b66-b7f7-4776-89e3-f26b4820c3ad.svs,Primary Tumor
TCGA-BR-4191-01A-02-BS2.94956a01-6e49-4669-9b0a-15b0db56957f.svs,Primary Tumor
TCGA-CG-5732-01A-01-BS1.9b5b1ad8-8ef3-4b15-9b35-a25a52b0ca0e.svs,Primary Tumor
TCGA-BR-6802-01A-01-BS1.90290772-c0e3-4854-ac21-3bba8fd1018c.svs,Primary Tumor
TCGA-BR-4366-11A-01-BS1.63785b84-67f1-4c4a-bd4d-1b9a37d2d875.svs,Solid Tissue Normal
TCGA-HU-A4G6-01A-01-TS1.4E209122-419D-488C-83F8-E594D27A4024.svs,Primary Tumor
TCGA-BR-4292-11A-01-BS1.8aad0a56-fefa-487f-a8d7-a3175722c7ce.svs,Solid Tissue Normal
TCGA-D7-6818-01A-01-BS1.22f6557a-1030-40ed-83a5-2c8cda4acd41.svs,Primary Tumor
TCGA-BR-6706-01A-01-TS1.408b851c-d2b7-45cf-8662-115ac2a0b3b8.svs,Primary Tumor
TCGA-HU-A4H6-01A-01-TS1.C11E39B5-648D-431E-90A8-BDCA53CC9603.svs,Primary Tumor
TCGA-HU-A4GC-01A-01-TS1.2236F5CF-12AC-4FB7-901D-5C9136138F08.svs,Primary Tumor
TCGA-ZA-A8F6-01A-02-TS2.03AD7ED6-5824-4204-B11B-A17ACF96600F.svs,Primary Tumor
TCGA-BR-4183-11A-01-TS1.22c62806-74d4-46e1-bc16-d98548c87091.svs,Solid Tissue Normal
TCGA-D7-6528-01A-01-BS1.de90c928-498b-460e-b695-8eed57df9b29.svs,Primary Tumor
TCGA-BR-4370-01A-01-TS1.7844a109-911a-48d4-88ea-0dc4b604c708.svs,Primary Tumor
TCGA-BR-8286-01A-01-TS1.06bb9331-1a5d-4962-8a49-c243d4d55ca7.svs,Primary Tumor
TCGA-BR-8368-01A-01-TS1.c54fb61c-339c-4d2b-9f61-6344de78f02f.svs,Primary Tumor
TCGA-CG-4460-01A-01-BS1.f25fdf8c-1dfe-474f-9092-df8bddffcedd.svs,Primary Tumor
TCGA-HU-8238-11A-01-TS1.ad5bb85b-385f-46c5-9f50-b70776333ae6.svs,Solid Tissue Normal
TCGA-VQ-A8PT-01A-01-TS1.87C3629E-71AA-4384-83A3-6E984FB9720B.svs,Primary Tumor
TCGA-CD-5813-01A-01-BS1.40aab179-4ff3-4a7e-9a42-426cd9644455.svs,Primary Tumor
TCGA-BR-4256-11A-01-BS1.b2ae8d5e-3c76-4bac-9a9d-511dc7a78268.svs,Solid Tissue Normal
TCGA-BR-8296-01A-01-BS1.9a3d25b4-8449-4f1e-9ff2-016d70da4d4f.svs,Primary Tumor
TCGA-CG-4465-01A-01-BS1.7ee70822-5756-4863-b8d5-79e177481217.svs,Primary Tumor
TCGA-IN-A6RJ-01A-02-TSB.CE5DBA9A-BAC7-4564-8814-365992845285.svs,Primary Tumor
TCGA-BR-4201-01A-01-BS1.4ef3c297-a8b0-4215-90f9-a47eccd2f9e7.svs,Primary Tumor
TCGA-CD-8536-01A-01-BS1.3cc76417-d39c-4583-9041-ecfeb5703b00.svs,Primary Tumor
TCGA-BR-A452-01A-09-TSI.BD3971E5-7F5A-4798-AA61-67CBFBCB01C8.svs,Primary Tumor
TCGA-D7-6524-01A-01-BS1.0c5a2889-580a-467d-964e-f5b32927c90e.svs,Primary Tumor
TCGA-BR-4255-01A-01-BS1.b1a95d7a-a11b-41e6-a490-fb4160d1ceae.svs,Primary Tumor
TCGA-HU-A4HB-11A-01-TS1.37BD7B69-4428-4906-AA6E-F59242D52B4D.svs,Solid Tissue Normal
TCGA-D7-6815-01A-01-TS1.8be13c35-f802-4c0e-955d-a1033de1bc14.svs,Primary Tumor
TCGA-HU-A4GP-01A-01-TS1.1D391AC6-06A2-4926-B9C6-F39B8A861AB2.svs,Primary Tumor
TCGA-HU-A4HD-01A-01-TS1.4977BCC3-FB77-4FEE-9E67-1D2AE379C0FC.svs,Primary Tumor
TCGA-CG-4449-01A-01-BS1.ed9df086-2de4-4860-a0c9-acf39d9567ce.svs,Primary Tumor
TCGA-BR-4267-11A-01-BS1.044008d0-0f91-4d53-9fd8-cc8211176f4e.svs,Solid Tissue Normal
TCGA-BR-6706-01A-01-BS1.b6e78533-26a1-4425-a3df-c90ea5f57624.svs,Primary Tumor
TCGA-BR-A453-01A-01-TSA.8CB21363-826C-4EFD-96C4-A2773717A72C.svs,Primary Tumor
TCGA-BR-7196-01A-01-TS1.e604eeed-d0ad-4798-9bd7-d615874c4fd3.svs,Primary Tumor
TCGA-D7-5577-01A-01-BS1.604ce676-d3f1-4800-9c7c-7a7ffbe17ff1.svs,Primary Tumor
TCGA-BR-7723-01A-01-BS1.52e6dce9-c089-412f-98c5-ca49a7cede40.svs,Primary Tumor
TCGA-BR-8677-01A-01-BS1.337b1648-336c-4365-bb31-cee693eb497d.svs,Primary Tumor
TCGA-KB-A93H-01A-01-TS1.890A9067-6FC1-4F91-A6B9-ED2E41DC5CB6.svs,Primary Tumor
TCGA-BR-7717-11A-01-TS1.a0cd42ef-9a4a-45e7-aa89-319393f308ac.svs,Solid Tissue Normal
TCGA-VQ-A91U-01A-01-TS1.D5C6B54E-ECC8-4BCB-B96C-5B4DC3DA478E.svs,Primary Tumor
TCGA-VQ-A8P8-01A-01-TS1.5B183BC1-4E67-4978-853F-3832DA684F10.svs,Primary Tumor
TCGA-BR-4253-11A-01-TS1.f9945942-7ec0-4b94-a3d6-663a04ce72ee.svs,Solid Tissue Normal
TCGA-IN-8462-11A-01-TS1.998e9988-505a-4400-85fb-b6247cff7826.svs,Solid Tissue Normal
TCGA-VQ-A923-01A-01-TS1.C2D7E401-129B-4970-A0D2-992402750135.svs,Primary Tumor
TCGA-VQ-A91D-01A-01-TS1.4BC19AE9-F3BF-4709-80DD-40316F028A32.svs,Primary Tumor
TCGA-D7-8570-01A-01-TS1.b0d0596e-8ecd-4754-a674-f3c61b0fd37d.svs,Primary Tumor
TCGA-FP-7998-01A-01-TS1.bcfda3fb-0623-4933-973b-4efdd5da7ef8.svs,Primary Tumor
TCGA-IN-A6RR-01A-01-TSA.25CDD1C2-DA48-4C2E-B439-099FCCB0659A.svs,Primary Tumor
TCGA-EQ-A4SO-11A-01-TS1.6B09D491-263D-49E7-B3BB-48A4742D2406.svs,Solid Tissue Normal
TCGA-BR-4280-11A-01-BS1.a7e247b5-0e9d-4293-b1ef-9b1ab56a0f7a.svs,Solid Tissue Normal
TCGA-BR-8367-01A-01-BS1.9810b0b6-31eb-4f93-b610-689bc6067eb3.svs,Primary Tumor
TCGA-D7-6525-01A-01-TS1.19f7cc58-5b09-46d4-b84d-7626886d5f8d.svs,Primary Tumor
TCGA-D7-6817-01A-01-BS1.8529b6c7-d030-4c8d-98e9-4a9c18e7b7f4.svs,Primary Tumor
TCGA-BR-8077-01A-01-TS1.395a255a-5d81-4854-bd8f-4a16675ecf1b.svs,Primary Tumor
TCGA-D7-8572-01A-01-TS1.82bad051-98fe-4b93-bcb6-2700c45e825e.svs,Primary Tumor
TCGA-BR-7957-01A-01-TS1.0ed09459-4c85-43ac-8c32-8521612f9556.svs,Primary Tumor
TCGA-BR-4371-11A-01-BS1.35911d84-10a6-4e80-b558-aa84e81d9d35.svs,Solid Tissue Normal
TCGA-HU-8610-11A-01-TS1.0beb59a9-27b0-4154-8329-d612f47b2f71.svs,Solid Tissue Normal
TCGA-BR-8680-01A-01-BS1.f37b0585-b6bc-4569-86ca-82b9532c6cdb.svs,Primary Tumor
TCGA-ZQ-A9CR-01A-01-TS1.1DE6C62C-CC65-41AD-A1BA-1D7302D88883.svs,Primary Tumor
TCGA-D7-6526-01A-01-TS1.422a96b9-349c-4b50-8440-d45fcc0098f5.svs,Primary Tumor
TCGA-BR-6454-01A-01-TS1.05ede179-7883-4068-a7a1-c7c55bcabcfa.svs,Primary Tumor
TCGA-BR-4279-01A-01-TS1.f6627e3e-68cc-4872-8a73-963a06bd9ddd.svs,Primary Tumor
TCGA-BR-4292-01A-01-TS1.9259d698-9e60-4873-8098-52d7ef8e0d37.svs,Primary Tumor
TCGA-HU-8610-01A-01-BS1.5bc3b564-25b6-49ac-b38e-7dd527479c11.svs,Primary Tumor
TCGA-EQ-8122-01A-01-TS1.7f027238-6b8d-4eec-a7e0-6c595ea28a5c.svs,Primary Tumor
TCGA-CG-5732-01A-01-TS1.5ffc93a9-9514-4995-b2e3-ceace357feb7.svs,Primary Tumor
TCGA-MX-A5UG-01A-02-TSB.0EBB392E-E561-4A39-81E3-5403599C6BE3.svs,Primary Tumor
TCGA-CG-4442-01A-01-TS1.56803b06-35e2-4b96-b062-8fd22963a80c.svs,Primary Tumor
TCGA-BR-6457-11A-01-TS1.392499ee-61c9-4c26-801a-cdaf95e3e258.svs,Solid Tissue Normal
TCGA-CG-4477-01A-01-BS1.6031977c-ae8b-498a-ab00-9a271822eb0a.svs,Primary Tumor
TCGA-VQ-A8PO-01A-01-TS1.AC8863A0-1640-40B7-8B56-998719427B90.svs,Primary Tumor
TCGA-BR-4257-11A-01-TS1.7634bb87-e964-47d8-95e3-a37a55cc5646.svs,Solid Tissue Normal
TCGA-CG-5726-11A-01-TS1.908ee663-4398-4515-b2c2-16301f2ad493.svs,Solid Tissue Normal
TCGA-CD-8530-01A-01-TS1.5a762e8f-accd-47be-9358-168ceaa0dd8f.svs,Primary Tumor
TCGA-BR-8289-01A-01-BS1.dc8d86c3-282c-4537-a1eb-b07126dd2073.svs,Primary Tumor
TCGA-KB-A93J-01A-01-TS1.08F5B199-A8F3-4739-85C5-99D47C31E88A.svs,Primary Tumor
TCGA-D7-6521-01A-01-BS1.7715b99b-2dad-417d-bac2-53b6e4719fbc.svs,Primary Tumor
TCGA-BR-A4PD-01A-01-TSA.CBD803CA-1E0D-4351-A4BE-755F97EE83B3.svs,Primary Tumor
TCGA-BR-4187-01A-01-BS1.efc97966-7041-46e6-bcee-3fa39daa0858.svs,Primary Tumor
TCGA-BR-8690-01A-01-BS1.6a71b721-18b9-432d-9884-a7845b61b0a9.svs,Primary Tumor
TCGA-BR-7704-01A-01-TS1.28a700b9-da6b-4fd7-bcdb-19e818ad3386.svs,Primary Tumor
TCGA-D7-A747-01A-02-TS2.5A54B8DF-6706-4D9D-B0BC-6F2DB1AEDACF.svs,Primary Tumor
TCGA-BR-6710-01A-01-BS1.6893e324-db45-4d31-923d-c15c3647665d.svs,Primary Tumor
TCGA-CD-A48A-01A-01-TSA.0C77FBEE-72C6-4BE4-8575-B752139402FF.svs,Primary Tumor
TCGA-B7-5818-01A-01-BS1.a012bb27-0d58-4e93-97e1-69319de85ae7.svs,Primary Tumor
TCGA-BR-8059-01A-01-TS1.7d2f893e-1167-4331-ad84-6ad30abc5c48.svs,Primary Tumor
TCGA-CG-4443-01A-01-TS1.5d585f90-be5d-48eb-bbc8-ee9be5702ec9.svs,Primary Tumor
TCGA-VQ-A8PU-01A-01-TS1.5B46E266-A5B8-4FAB-8DF4-1FD2FE1F22F9.svs,Primary Tumor
TCGA-HU-A4H2-01A-01-TS1.3CE19F02-D8F5-4C91-8000-D17772DEABEF.svs,Primary Tumor
TCGA-HU-A4GT-01A-02-TS2.3A7FF2AD-6975-4680-9093-F9EACA040A07.svs,Primary Tumor
TCGA-FP-7829-01A-01-TS1.3f986e0a-ea16-4da0-a8bd-b02f7980dbc0.svs,Primary Tumor
TCGA-BR-8690-01A-01-TS1.4411c3e3-2f4a-4ee7-b7a7-d4c76125c45c.svs,Primary Tumor
TCGA-B7-A5TN-01A-02-TSB.95C5DF7E-E0DC-4C9D-B141-66E8B3593FA1.svs,Primary Tumor
TCGA-F1-6875-01A-01-BS1.2e18d01c-2ae8-4963-b34a-3741faa00b72.svs,Primary Tumor
TCGA-BR-8081-01A-01-BS1.9f2c6d29-bc2d-43e1-81a5-b4eedd959e73.svs,Primary Tumor
TCGA-SW-A7EB-01A-01-TSA.1E7FA383-4220-4052-8120-702759F1E3CC.svs,Primary Tumor
TCGA-D7-A6EV-01A-01-TS1.4E855E86-6CB5-4926-9A75-DFB1893203CC.svs,Primary Tumor
TCGA-RD-A7BT-01A-01-TS1.7B7B4758-0EBB-4393-A2E9-64277F34FEF2.svs,Primary Tumor
TCGA-HF-7134-01A-01-TS1.552429de-fd1e-4d98-8425-7487aa9f1987.svs,Primary Tumor
TCGA-HU-A4GQ-01A-01-TSA.274545D5-D77F-40D0-9149-3F81D6D395CE.svs,Primary Tumor
TCGA-IN-8663-01A-01-TS1.0089a890-a7c6-42fd-ad37-df5ec8a939ba.svs,Primary Tumor
TCGA-BR-6852-01A-01-TS1.7296b0e0-866e-4277-a14d-fbd3aab43e12.svs,Primary Tumor
TCGA-HU-A4H4-01A-02-TS2.7EBB7D7B-2CC9-4F74-8260-4E832FF8FC18.svs,Primary Tumor
TCGA-HU-A4GU-01A-01-TS1.86BDE961-0D8C-4625-A396-479DEE4D466A.svs,Primary Tumor
TCGA-CD-8525-01A-01-BS1.dbba44bc-40d7-4d42-b30d-a1d814fa670b.svs,Primary Tumor
TCGA-B7-5818-01A-01-TS1.ae62f646-53a7-4f98-b868-8731ea48121f.svs,Primary Tumor
TCGA-BR-6566-01A-01-TS1.2751608a-8ca5-408f-b45c-a60162ce4aed.svs,Primary Tumor
TCGA-BR-8366-01A-01-TS1.a8c8e7c1-1dad-4303-a510-6477fe65808d.svs,Primary Tumor
TCGA-VQ-A8PC-01A-01-TS1.2986CD3B-8500-43F1-9E4B-4FFF89D79365.svs,Primary Tumor
TCGA-CG-4475-01A-01-TS1.852dac27-f9f7-4a15-9da8-3efc8efdf361.svs,Primary Tumor
TCGA-BR-A4IU-01A-02-TSB.726A9E0A-F2E1-4E88-9DB7-720EC4848CB5.svs,Primary Tumor
TCGA-HU-8602-01A-01-BS1.4f14a152-1d53-4fd2-ada5-a85a625a78c8.svs,Primary Tumor
TCGA-BR-A4QL-01A-03-TSC.610A1058-428B-44CC-B4AE-7B010E7DD2AF.svs,Primary Tumor
TCGA-VQ-A8DU-01A-01-TS1.5504013E-4FFA-4F5A-89C8-164085D89AE6.svs,Primary Tumor
TCGA-CG-5717-01A-01-TS1.5227e151-1f5b-4d75-ba7c-416b22e0e958.svs,Primary Tumor
TCGA-VQ-A91V-01A-01-TS1.9452E726-90D8-4F7F-8573-1FEE5C8E9D8D.svs,Primary Tumor
TCGA-BR-4191-11A-01-TS1.58baf088-663c-4b3f-b251-46dac6826abc.svs,Solid Tissue Normal
TCGA-BR-4361-11A-01-BS1.d91bbc48-a851-466f-8f82-e162117b6516.svs,Solid Tissue Normal
TCGA-BR-7723-01A-01-TS1.d44797b3-3a2b-4ca0-8182-e49f379f8136.svs,Primary Tumor
TCGA-BR-6705-01A-01-TS1.ea60e0c2-7f72-4cbb-b5d7-f6690db6e634.svs,Primary Tumor
TCGA-CG-4475-01A-01-BS1.20939a61-41ac-4d46-a249-713fe982092a.svs,Primary Tumor
TCGA-BR-8370-01A-01-BS1.c9d05a92-0b32-41e4-8290-742309fbb82d.svs,Primary Tumor
TCGA-CG-5722-11A-01-TS1.67333ee6-7176-4053-a5d9-238e56843dbd.svs,Solid Tissue Normal
TCGA-D7-6522-01A-01-TS1.666821c4-3332-411a-bd31-a9286469d97d.svs,Primary Tumor
TCGA-HU-8238-01A-01-TS1.6876723d-7208-4e2c-85cc-5c55cbc2caa8.svs,Primary Tumor
TCGA-BR-7704-01A-01-BS1.e7919b39-a1b0-4e85-bda6-5746bdc3393e.svs,Primary Tumor
TCGA-CG-4301-01A-01-BS1.637576a0-9116-41ab-867b-4569fde1b4e9.svs,Primary Tumor
TCGA-BR-4257-01A-01-BS1.593632c9-b59d-43d5-bc04-4af610e9fdb6.svs,Primary Tumor
TCGA-VQ-AA6B-01A-01-TS1.CCFC8271-C19E-4DCA-B590-74E386EFA6DC.svs,Primary Tumor
TCGA-CD-8531-01A-01-TS1.889eeb1b-b982-49f7-8f6b-506e58e6897e.svs,Primary Tumor
TCGA-BR-6565-01A-01-BS1.a335fa4b-f8a7-4ea9-acd8-23c5dd134320.svs,Primary Tumor
TCGA-VQ-A8PY-01A-01-TS1.E112FA08-CE6B-4D18-9B5C-CDC6267B4C0E.svs,Primary Tumor
TCGA-HU-8608-11A-01-TS1.7bd7ef13-193e-440c-9610-1b01c1142186.svs,Solid Tissue Normal
TCGA-D7-8574-01A-01-TS1.bae03428-1741-49a2-bd10-df4b9e7b3a26.svs,Primary Tumor
TCGA-VQ-A91A-01A-01-TS1.A117E84D-3679-43C0-8935-8F3CC7155F9C.svs,Primary Tumor
TCGA-IN-A6RO-01A-01-TSA.BEE0497D-78D8-4C8A-BB60-E1042CF05F9E.svs,Primary Tumor
TCGA-BR-8291-01A-01-TS1.a8d1d185-d12f-4d0c-bb07-f9a1b475d1b4.svs,Primary Tumor
TCGA-BR-8678-01A-01-BS1.9c9917f3-8de2-4bab-9103-bdb853cdf2a6.svs,Primary Tumor
TCGA-IN-7806-01A-01-TS1.031dcdbf-4616-4d2a-a13c-c74ce03dfac8.svs,Primary Tumor
TCGA-VQ-A8PZ-01A-01-TS1.2B60BED1-E69D-4912-A8A6-AC3FCB472F9B.svs,Primary Tumor
TCGA-CG-5721-11A-01-TS1.68c502b1-1a4d-4051-9b4e-8b3e7a74f70d.svs,Solid Tissue Normal
TCGA-RD-A8N1-01A-01-TS1.74F2F199-066C-4180-A212-D7D0E06ABC2B.svs,Primary Tumor
TCGA-D7-A4YT-01A-01-TS1.4C115C5B-A653-48F0-B461-98DECF8BABBA.svs,Primary Tumor
TCGA-BR-8284-01A-01-BS1.89d1b223-f071-46b8-ade6-296f300b2a8e.svs,Primary Tumor
TCGA-MX-A5UJ-01A-01-TS1.B6D21B23-9774-43AF-BAD0-F5A5395ED0C8.svs,Primary Tumor
TCGA-HU-8245-11A-01-TS1.65a86374-e837-4dba-93d3-207cd5723889.svs,Solid Tissue Normal
TCGA-D7-8570-01A-01-BS1.6a8e38b9-3b5c-4fd1-a25e-81278bef811a.svs,Primary Tumor
TCGA-VQ-A8E2-01A-01-TS1.18B02127-23A2-4CEC-906D-4ED13BFC7B2A.svs,Primary Tumor
TCGA-BR-6706-11A-01-TS1.bf268a0e-7ee0-4d76-8365-cd6fddb6893f.svs,Solid Tissue Normal
TCGA-VQ-A91Q-01A-01-TS1.1AF19703-F2EC-4D51-8FAF-FBF4E858E5D3.svs,Primary Tumor
TCGA-VQ-A91K-01A-01-TS1.9047E061-EDE1-49E8-8B2A-3E117D3A8FC9.svs,Primary Tumor
TCGA-CG-4472-01A-01-TS1.4b49d85c-24bc-4178-bb3f-abbcdf1a62d5.svs,Primary Tumor
TCGA-D7-6520-01A-01-BS1.06365ca8-5a94-4987-81a5-a6b08d9a7b5f.svs,Primary Tumor
TCGA-BR-7901-01A-01-TS1.b2e71628-c708-4729-a4b3-0721f3c3410f.svs,Primary Tumor
TCGA-CD-5798-01A-01-BS1.e1b74bd0-cf94-4356-8a6c-87ddb2d31c8f.svs,Primary Tumor
TCGA-BR-7716-01A-01-BS1.4f114fd6-8f0f-4f5f-812b-a4a6621f1ec6.svs,Primary Tumor
TCGA-CG-4441-01A-01-TS1.e1036cdd-b186-49e7-b90c-7855145f9608.svs,Primary Tumor
TCGA-BR-8060-11A-01-TS1.7e02921b-c29f-4110-8ab9-e97bbd8b8b46.svs,Solid Tissue Normal
TCGA-BR-7959-01A-01-TS1.4efd1df3-64ce-4734-8e28-d1ff7ea75d41.svs,Primary Tumor
TCGA-VQ-AA68-01A-01-TS1.77EA96E8-D397-41DA-99CF-7A055FB04FA8.svs,Primary Tumor
TCGA-CG-5733-01A-01-TS1.0ef73b9c-dc43-4437-88ae-7a5625b6aea3.svs,Primary Tumor
TCGA-BR-4280-11A-01-TS1.571cb127-e252-4b8a-ae11-1d0f205c6474.svs,Solid Tissue Normal
TCGA-BR-4188-11A-01-TS1.25eacdff-209e-43ff-92ec-f1dfa02cadfe.svs,Solid Tissue Normal
TCGA-CD-8532-01A-01-BS1.e01efe12-5158-4005-a007-2e44f7b6e20b.svs,Primary Tumor
TCGA-BR-6458-01A-01-TS1.74044284-b5c8-40e8-a828-0ab9506a9323.svs,Primary Tumor
TCGA-D7-6522-01A-01-BS1.b29cb8fb-d9c2-46fe-8394-cd3ef0dcc3c2.svs,Primary Tumor
TCGA-EQ-5647-01A-01-TS1.f297f541-40ad-4127-9b65-fa5b3fba2be4.svs,Primary Tumor
TCGA-IN-7808-01A-01-TS1.1b98f7ad-19bf-4277-9d13-cf99b1a26c41.svs,Primary Tumor
