File Name,Sample Type
TCGA-CG-4441-01A-01-BS1.cca509d5-0658-4065-ab4f-2e625cd69eba.svs,Primary Tumor
TCGA-BR-8370-01A-01-TS1.b6c8de4d-e1f6-42b6-9e4d-c24bc925a02f.svs,Primary Tumor
TCGA-D7-A6EX-01A-01-TS1.1DB8565C-6B94-4C91-A83C-ED6CDC1F474D.svs,Primary Tumor
TCGA-VQ-AA6D-01A-01-TS1.5284A9CC-F9A3-488F-94C7-1C5BD5FEEBD3.svs,Primary Tumor
TCGA-HU-A4GP-11A-02-TS2.7A60CC37-C3B3-415A-9052-4FD046B91197.svs,Solid Tissue Normal
TCGA-BR-4201-01A-01-TS1.756b8429-5499-4c4a-a855-ef21a9848322.svs,Primary Tumor
TCGA-BR-7703-01A-01-BS1.1da06762-09f6-4f37-ae9c-5e5dc9a9a4c5.svs,Primary Tumor
TCGA-CG-5716-01A-01-BS1.54eaf82a-e825-479d-92cd-89fb0f97dab8.svs,Primary Tumor
TCGA-CG-5726-01A-01-BS1.f7ac1ec6-2de0-417d-be7a-b8ca4dd05ec1.svs,Primary Tumor
TCGA-HF-7136-01A-01-BS1.9fb44502-d233-4bde-8052-40dfb271c908.svs,Primary Tumor
TCGA-VQ-A8PQ-01A-01-TS1.B55AE963-2BAE-4687-A12D-A4FC10011C3F.svs,Primary Tumor
TCGA-BR-A4QM-01A-01-TSA.33EFE2BB-C0EF-4172-969F-C6F4172FF2D7.svs,Primary Tumor
TCGA-BR-6852-11A-01-TS1.43c5c27a-6141-4d7a-9a5c-f77cbf2a7a06.svs,Solid Tissue Normal
TCGA-CG-4438-01A-01-BS1.cc0a03a5-09c4-4d93-9de2-3361d374bf75.svs,Primary Tumor
TCGA-BR-4191-01A-02-BS2.94956a01-6e49-4669-9b0a-15b0db56957f.svs,Primary Tumor
TCGA-BR-8364-01A-01-TS1.b34b4b0c-8569-46a2-a044-308b52605888.svs,Primary Tumor
TCGA-HU-A4G6-01A-01-TS1.4E209122-419D-488C-83F8-E594D27A4024.svs,Primary Tumor
TCGA-BR-4292-11A-01-BS1.8aad0a56-fefa-487f-a8d7-a3175722c7ce.svs,Solid Tissue Normal
TCGA-BR-4371-01A-01-TS1.3cb6b4a7-16bd-4b73-9e75-c6a1aadd858d.svs,Primary Tumor
TCGA-BR-8364-01A-01-BS1.233f49fa-7ede-4351-9115-373df322f91b.svs,Primary Tumor
TCGA-D7-6818-01A-01-BS1.22f6557a-1030-40ed-83a5-2c8cda4acd41.svs,Primary Tumor
TCGA-BR-4184-11A-01-TS1.c515402b-4635-45f0-95fa-5c8932d0f01f.svs,Solid Tissue Normal
TCGA-HU-A4H6-01A-01-TS1.C11E39B5-648D-431E-90A8-BDCA53CC9603.svs,Primary Tumor
TCGA-HU-A4GC-01A-01-TS1.2236F5CF-12AC-4FB7-901D-5C9136138F08.svs,Primary Tumor
TCGA-HU-A4H0-01A-01-TS1.EDC5DBEC-659E-4479-954D-34D6DAF6EABE.svs,Primary Tumor
TCGA-ZA-A8F6-01A-02-TS2.03AD7ED6-5824-4204-B11B-A17ACF96600F.svs,Primary Tumor
TCGA-D7-6528-01A-01-BS1.de90c928-498b-460e-b695-8eed57df9b29.svs,Primary Tumor
TCGA-VQ-A94U-01A-01-TS1.397D1AFB-FDF6-4A4B-8E46-8899ABD55F66.svs,Primary Tumor
TCGA-BR-8286-01A-01-TS1.06bb9331-1a5d-4962-8a49-c243d4d55ca7.svs,Primary Tumor
TCGA-BR-8368-01A-01-TS1.c54fb61c-339c-4d2b-9f61-6344de78f02f.svs,Primary Tumor
TCGA-CD-5813-01A-01-BS1.40aab179-4ff3-4a7e-9a42-426cd9644455.svs,Primary Tumor
TCGA-F1-A72C-01A-02-TS2.62C7C079-D07C-414E-9DA9-C35EB85DC50D.svs,Primary Tumor
TCGA-VQ-A94R-01A-01-TSA.AD32291E-76C6-4F16-A3E2-A2CC35D535D8.svs,Primary Tumor
TCGA-IN-A6RJ-01A-02-TSB.CE5DBA9A-BAC7-4564-8814-365992845285.svs,Primary Tumor
TCGA-D7-6518-01A-01-TS1.3a086a4d-89c8-43b2-8693-87dc3b295b4d.svs,Primary Tumor
TCGA-BR-4201-01A-01-BS1.4ef3c297-a8b0-4215-90f9-a47eccd2f9e7.svs,Primary Tumor
TCGA-CD-8536-01A-01-BS1.3cc76417-d39c-4583-9041-ecfeb5703b00.svs,Primary Tumor
TCGA-BR-A452-01A-09-TSI.BD3971E5-7F5A-4798-AA61-67CBFBCB01C8.svs,Primary Tumor
TCGA-VQ-A8PM-01A-02-TS2.4A707365-DA69-419E-91C8-DF429BDE11FA.svs,Primary Tumor
TCGA-BR-7707-01A-01-TS1.5dd41abb-a7a3-4388-95e5-b0812f0f12fb.svs,Primary Tumor
TCGA-HU-A4HB-11A-01-TS1.37BD7B69-4428-4906-AA6E-F59242D52B4D.svs,Solid Tissue Normal
TCGA-BR-6709-01A-01-TS1.0693798d-f1e6-460d-8ead-729e5b7e29d8.svs,Primary Tumor
TCGA-D7-6815-01A-01-TS1.8be13c35-f802-4c0e-955d-a1033de1bc14.svs,Primary Tumor
TCGA-VQ-A8E7-01B-01-TS1.C6EDF469-1C83-42DA-BB9C-8E506A71E32F.svs,Primary Tumor
TCGA-CD-8533-01A-01-BS1.0a65b15c-49c2-4b4f-821f-f164ea97997d.svs,Primary Tumor
TCGA-BR-4256-01A-01-TS1.3494f314-2f94-4b07-bae5-707ac7dad0ea.svs,Primary Tumor
TCGA-CD-8528-01A-01-BS1.e2612106-6a1a-4a84-8339-f20e7144c5df.svs,Primary Tumor
TCGA-HU-A4HD-01A-01-TS1.4977BCC3-FB77-4FEE-9E67-1D2AE379C0FC.svs,Primary Tumor
TCGA-CG-4449-01A-01-BS1.ed9df086-2de4-4860-a0c9-acf39d9567ce.svs,Primary Tumor
TCGA-F1-6177-01A-01-TS1.f5b7e812-9685-4f60-a6a5-bd937284b802.svs,Primary Tumor
TCGA-BR-8592-01A-01-TS1.560a1732-a20d-450d-89f4-1ffc96d02cb1.svs,Primary Tumor
TCGA-BR-4267-11A-01-BS1.044008d0-0f91-4d53-9fd8-cc8211176f4e.svs,Solid Tissue Normal
TCGA-BR-A4J1-01A-01-TSA.C6EB79BC-D699-44B4-9CA3-04AFE0576B44.svs,Primary Tumor
TCGA-BR-6706-01A-01-BS1.b6e78533-26a1-4425-a3df-c90ea5f57624.svs,Primary Tumor
TCGA-BR-8363-01A-01-BS1.c1d25ba6-9a2d-413f-b1e7-a5c8a6531578.svs,Primary Tumor
TCGA-D7-5577-01A-01-BS1.604ce676-d3f1-4800-9c7c-7a7ffbe17ff1.svs,Primary Tumor
TCGA-BR-7723-01A-01-BS1.52e6dce9-c089-412f-98c5-ca49a7cede40.svs,Primary Tumor
TCGA-KB-A93H-01A-01-TS1.890A9067-6FC1-4F91-A6B9-ED2E41DC5CB6.svs,Primary Tumor
TCGA-BR-7717-11A-01-TS1.a0cd42ef-9a4a-45e7-aa89-319393f308ac.svs,Solid Tissue Normal
TCGA-VQ-A91U-01A-01-TS1.D5C6B54E-ECC8-4BCB-B96C-5B4DC3DA478E.svs,Primary Tumor
TCGA-BR-4253-11A-01-TS1.f9945942-7ec0-4b94-a3d6-663a04ce72ee.svs,Solid Tissue Normal
TCGA-IN-8462-11A-01-TS1.998e9988-505a-4400-85fb-b6247cff7826.svs,Solid Tissue Normal
TCGA-VQ-A923-01A-01-TS1.C2D7E401-129B-4970-A0D2-992402750135.svs,Primary Tumor
TCGA-BR-7717-01A-01-BS1.588aceb6-e694-4b9d-9f44-99522e24abd0.svs,Primary Tumor
TCGA-VQ-A91D-01A-01-TS1.4BC19AE9-F3BF-4709-80DD-40316F028A32.svs,Primary Tumor
TCGA-D7-6526-01A-01-BS1.dac7c80f-1a7f-40e1-bf6a-e99fd513be93.svs,Primary Tumor
TCGA-D7-8570-01A-01-TS1.b0d0596e-8ecd-4754-a674-f3c61b0fd37d.svs,Primary Tumor
TCGA-FP-7998-01A-01-TS1.bcfda3fb-0623-4933-973b-4efdd5da7ef8.svs,Primary Tumor
TCGA-IN-A6RR-01A-01-TSA.25CDD1C2-DA48-4C2E-B439-099FCCB0659A.svs,Primary Tumor
TCGA-BR-4280-11A-01-BS1.a7e247b5-0e9d-4293-b1ef-9b1ab56a0f7a.svs,Solid Tissue Normal
TCGA-CG-4469-01A-01-TS1.f9591370-1728-445a-8490-1dd5862c0868.svs,Primary Tumor
TCGA-BR-8367-01A-01-BS1.9810b0b6-31eb-4f93-b610-689bc6067eb3.svs,Primary Tumor
TCGA-CG-4306-01A-01-TS1.32559eb9-e60d-4ad1-bb31-e33adf7ae734.svs,Primary Tumor
TCGA-D7-6525-01A-01-TS1.19f7cc58-5b09-46d4-b84d-7626886d5f8d.svs,Primary Tumor
TCGA-D7-8572-01A-01-TS1.82bad051-98fe-4b93-bcb6-2700c45e825e.svs,Primary Tumor
TCGA-VQ-AA64-01A-01-TS1.711260D0-0778-4564-8377-A8CE852A6460.svs,Primary Tumor
TCGA-BR-8369-01A-01-BS1.ae35120f-9c6a-49ba-ad61-7ea1144a54b0.svs,Primary Tumor
TCGA-BR-7957-01A-01-TS1.0ed09459-4c85-43ac-8c32-8521612f9556.svs,Primary Tumor
TCGA-BR-4371-11A-01-BS1.35911d84-10a6-4e80-b558-aa84e81d9d35.svs,Solid Tissue Normal
TCGA-HU-8610-11A-01-TS1.0beb59a9-27b0-4154-8329-d612f47b2f71.svs,Solid Tissue Normal
TCGA-IP-7968-01A-01-TS1.3cdc0856-f789-4cdc-b7e1-35ea587dc9ec.svs,Primary Tumor
TCGA-ZQ-A9CR-01A-01-TS1.1DE6C62C-CC65-41AD-A1BA-1D7302D88883.svs,Primary Tumor
TCGA-D7-6526-01A-01-TS1.422a96b9-349c-4b50-8440-d45fcc0098f5.svs,Primary Tumor
TCGA-BR-6454-01A-01-TS1.05ede179-7883-4068-a7a1-c7c55bcabcfa.svs,Primary Tumor
TCGA-VQ-A92D-01A-01-TS1.CAE04F9B-7259-4FBC-82BF-704B9F7A5A47.svs,Primary Tumor
TCGA-BR-4279-01A-01-TS1.f6627e3e-68cc-4872-8a73-963a06bd9ddd.svs,Primary Tumor
TCGA-CG-5719-01A-01-BS1.90fb1653-eb04-47db-866e-5f401c2abc49.svs,Primary Tumor
TCGA-CG-5721-01A-01-TS1.e675efb9-939d-4ef7-83af-18595ff1c426.svs,Primary Tumor
TCGA-BR-4292-01A-01-TS1.9259d698-9e60-4873-8098-52d7ef8e0d37.svs,Primary Tumor
TCGA-HU-8610-01A-01-BS1.5bc3b564-25b6-49ac-b38e-7dd527479c11.svs,Primary Tumor
TCGA-CG-5734-01A-01-TS1.0ec46be4-84f1-499d-b083-1924638b8313.svs,Primary Tumor
TCGA-EQ-8122-01A-01-TS1.7f027238-6b8d-4eec-a7e0-6c595ea28a5c.svs,Primary Tumor
TCGA-MX-A5UG-01A-02-TSB.0EBB392E-E561-4A39-81E3-5403599C6BE3.svs,Primary Tumor
TCGA-CG-4442-01A-01-TS1.56803b06-35e2-4b96-b062-8fd22963a80c.svs,Primary Tumor
TCGA-BR-6457-11A-01-TS1.392499ee-61c9-4c26-801a-cdaf95e3e258.svs,Solid Tissue Normal
TCGA-BR-8484-01A-01-BS1.a0bb0e08-8f0a-4d28-9926-b8306f8f1f69.svs,Primary Tumor
TCGA-KB-A93J-01A-01-TS1.08F5B199-A8F3-4739-85C5-99D47C31E88A.svs,Primary Tumor
TCGA-BR-8296-01A-01-TS1.38f9fc22-209a-4e73-af58-e9c2f6a9a2d2.svs,Primary Tumor
TCGA-RD-A7BW-01A-01-TS1.C64249CB-C3DE-40D9-87CF-1C76860B36DB.svs,Primary Tumor
TCGA-BR-A4PD-01A-01-TSA.CBD803CA-1E0D-4351-A4BE-755F97EE83B3.svs,Primary Tumor
TCGA-BR-8690-01A-01-BS1.6a71b721-18b9-432d-9884-a7845b61b0a9.svs,Primary Tumor
TCGA-HU-A4GH-01A-01-TS1.FEAEF8D4-602C-42E3-B15B-08F8DF3FA4A8.svs,Primary Tumor
TCGA-RD-A8N5-01A-01-TS1.D3672CE3-1535-4732-AB32-46B2C2DE7826.svs,Primary Tumor
TCGA-BR-7704-01A-01-TS1.28a700b9-da6b-4fd7-bcdb-19e818ad3386.svs,Primary Tumor
TCGA-D7-A747-01A-02-TS2.5A54B8DF-6706-4D9D-B0BC-6F2DB1AEDACF.svs,Primary Tumor
TCGA-VQ-AA6A-01A-01-TS1.3FD3EBBD-8674-4BE0-8509-6D3BB6F6C2F0.svs,Primary Tumor
TCGA-CD-8530-01A-01-BS1.0d55a55a-fc0e-4119-95e0-20aa5e88cf7d.svs,Primary Tumor
TCGA-IN-8663-11A-01-TS1.edf6c8c6-5fa6-4c0b-b392-59f3d05691d2.svs,Solid Tissue Normal
TCGA-CD-A48A-01A-01-TSA.0C77FBEE-72C6-4BE4-8575-B752139402FF.svs,Primary Tumor
TCGA-B7-5818-01A-01-BS1.a012bb27-0d58-4e93-97e1-69319de85ae7.svs,Primary Tumor
TCGA-CG-4443-01A-01-TS1.5d585f90-be5d-48eb-bbc8-ee9be5702ec9.svs,Primary Tumor
TCGA-HU-A4GT-01A-02-TS2.3A7FF2AD-6975-4680-9093-F9EACA040A07.svs,Primary Tumor
TCGA-BR-8690-01A-01-TS1.4411c3e3-2f4a-4ee7-b7a7-d4c76125c45c.svs,Primary Tumor
TCGA-CG-5730-11A-01-TS1.a887de83-7205-4daa-8eac-3f18a4004625.svs,Solid Tissue Normal
TCGA-BR-8081-01A-01-BS1.9f2c6d29-bc2d-43e1-81a5-b4eedd959e73.svs,Primary Tumor
TCGA-RD-A7BT-01A-01-TS1.7B7B4758-0EBB-4393-A2E9-64277F34FEF2.svs,Primary Tumor
TCGA-BR-8369-01A-01-TS1.88a33bbf-f338-4431-98ee-ffc33b8a64eb.svs,Primary Tumor
TCGA-HU-A4H5-11A-01-TS1.E36F24ED-0D1A-41F6-9AF3-20711BFA7665.svs,Solid Tissue Normal
TCGA-FP-7998-01A-01-BS1.db0cfd76-505a-433c-9167-edb8306b30ee.svs,Primary Tumor
TCGA-BR-6852-01A-01-TS1.7296b0e0-866e-4277-a14d-fbd3aab43e12.svs,Primary Tumor
TCGA-RD-A8MW-01A-01-TS1.D026458E-517E-4D5C-8D84-460F352F8656.svs,Primary Tumor
TCGA-D7-A4YY-01A-01-TS1.BD1DF037-BBBA-4C57-9782-E57A57E0384E.svs,Primary Tumor
TCGA-HU-A4GU-01A-01-TS1.86BDE961-0D8C-4625-A396-479DEE4D466A.svs,Primary Tumor
TCGA-CG-5718-01A-01-BS1.0d6beb19-5d43-4def-92d1-b98838579bdb.svs,Primary Tumor
TCGA-BR-8686-01A-01-TS1.a3f1d903-fa76-4741-afe1-ffb52cc38a4d.svs,Primary Tumor
TCGA-BR-6566-01A-01-TS1.2751608a-8ca5-408f-b45c-a60162ce4aed.svs,Primary Tumor
TCGA-BR-4363-11A-01-TS1.d0619ad6-4864-4574-b49d-1b99e9c5b098.svs,Solid Tissue Normal
TCGA-CG-4475-01A-01-TS1.852dac27-f9f7-4a15-9da8-3efc8efdf361.svs,Primary Tumor
TCGA-CG-5732-11A-01-TS1.5e3aec84-19d9-43dd-bb48-c3052f8ea553.svs,Solid Tissue Normal
TCGA-HU-8602-01A-01-BS1.4f14a152-1d53-4fd2-ada5-a85a625a78c8.svs,Primary Tumor
TCGA-VQ-A8DU-01A-01-TS1.5504013E-4FFA-4F5A-89C8-164085D89AE6.svs,Primary Tumor
TCGA-VQ-AA6J-01A-01-TS1.BA56A642-E9C6-4B6A-BC16-69B223E58B7B.svs,Primary Tumor
TCGA-3M-AB47-01A-02-TS2.098C381B-1806-4720-8F7B-326BE8F085F7.svs,Primary Tumor
TCGA-BR-8682-01A-01-TS1.dbd82fc8-e7a1-4b2f-ae52-6ed19981e6d6.svs,Primary Tumor
TCGA-CG-5717-01A-01-TS1.5227e151-1f5b-4d75-ba7c-416b22e0e958.svs,Primary Tumor
TCGA-VQ-A91V-01A-01-TS1.9452E726-90D8-4F7F-8573-1FEE5C8E9D8D.svs,Primary Tumor
TCGA-D7-5577-01A-01-TS1.23c82cd3-2bc2-409f-8325-038a2a0fac29.svs,Primary Tumor
TCGA-HF-7131-01A-01-BS1.81f14516-2eda-42f6-96fb-8d71181bd012.svs,Primary Tumor
TCGA-BR-4191-11A-01-TS1.58baf088-663c-4b3f-b251-46dac6826abc.svs,Solid Tissue Normal
TCGA-BR-4361-11A-01-BS1.d91bbc48-a851-466f-8f82-e162117b6516.svs,Solid Tissue Normal
TCGA-CD-8524-01A-01-TS1.4689543a-0914-4be4-a9b1-544f2c756a04.svs,Primary Tumor
TCGA-BR-8370-01A-01-BS1.c9d05a92-0b32-41e4-8290-742309fbb82d.svs,Primary Tumor
TCGA-CD-8527-01A-01-TS1.9839995c-4203-48ab-9ac6-34c686c27ac7.svs,Primary Tumor
TCGA-BR-7704-01A-01-BS1.e7919b39-a1b0-4e85-bda6-5746bdc3393e.svs,Primary Tumor
TCGA-IN-AB1X-11A-02-TSB.D93AE39C-53B2-4765-95FE-7D30CC41C99F.svs,Solid Tissue Normal
TCGA-EQ-A4SO-01A-01-TS1.ECA84E7E-312A-4F4C-8916-EDD572F6943A.svs,Primary Tumor
TCGA-BR-4371-01A-01-BS1.d8c3a04d-9512-4eaa-b38f-07c53f1815d9.svs,Primary Tumor
TCGA-BR-4368-11A-01-BS1.ca632cb0-dfdd-4bbc-b96e-854b221d4df4.svs,Solid Tissue Normal
TCGA-BR-4257-01A-01-BS1.593632c9-b59d-43d5-bc04-4af610e9fdb6.svs,Primary Tumor
TCGA-BR-6803-01A-01-TS1.9236cc53-f781-4879-a38d-8445a17f46b2.svs,Primary Tumor
TCGA-VQ-AA6B-01A-01-TS1.CCFC8271-C19E-4DCA-B590-74E386EFA6DC.svs,Primary Tumor
TCGA-CD-8531-01A-01-TS1.889eeb1b-b982-49f7-8f6b-506e58e6897e.svs,Primary Tumor
TCGA-BR-6565-01A-01-BS1.a335fa4b-f8a7-4ea9-acd8-23c5dd134320.svs,Primary Tumor
TCGA-BR-8372-01A-01-BS1.90efad73-95d3-4869-a4fd-1fca85471d27.svs,Primary Tumor
TCGA-D7-A4Z0-01A-02-TS2.81F1B88A-5AD2-4471-BE33-9DAC020D074F.svs,Primary Tumor
TCGA-HU-8608-11A-01-TS1.7bd7ef13-193e-440c-9610-1b01c1142186.svs,Solid Tissue Normal
TCGA-D7-8574-01A-01-TS1.bae03428-1741-49a2-bd10-df4b9e7b3a26.svs,Primary Tumor
TCGA-VQ-A91A-01A-01-TS1.A117E84D-3679-43C0-8935-8F3CC7155F9C.svs,Primary Tumor
TCGA-IN-A6RO-01A-01-TSA.BEE0497D-78D8-4C8A-BB60-E1042CF05F9E.svs,Primary Tumor
TCGA-BR-8291-01A-01-TS1.a8d1d185-d12f-4d0c-bb07-f9a1b475d1b4.svs,Primary Tumor
TCGA-BR-8678-01A-01-BS1.9c9917f3-8de2-4bab-9103-bdb853cdf2a6.svs,Primary Tumor
TCGA-IN-7806-01A-01-TS1.031dcdbf-4616-4d2a-a13c-c74ce03dfac8.svs,Primary Tumor
TCGA-BR-4280-01A-01-BS1.c33ad631-fa19-4aba-bd9f-7e382758a9a0.svs,Primary Tumor
TCGA-HU-8602-01A-01-TS1.322f96b6-fe73-4b80-a98c-395feb6fa758.svs,Primary Tumor
TCGA-RD-A8N1-01A-01-TS1.74F2F199-066C-4180-A212-D7D0E06ABC2B.svs,Primary Tumor
TCGA-RD-A8N2-01A-01-TS1.B0B12170-3989-476E-BD8D-6B7FEE5C2B0A.svs,Primary Tumor
TCGA-D7-A4YT-01A-01-TS1.4C115C5B-A653-48F0-B461-98DECF8BABBA.svs,Primary Tumor
TCGA-MX-A5UJ-01A-01-TS1.B6D21B23-9774-43AF-BAD0-F5A5395ED0C8.svs,Primary Tumor
TCGA-FP-7829-11A-01-TS1.293470f2-1c5f-4acd-b794-92bcaa4d6503.svs,Solid Tissue Normal
TCGA-BR-6801-01A-01-BS1.68013fe0-0ca2-43dd-b924-43773b3c61a7.svs,Primary Tumor
TCGA-FP-8211-01A-01-TS1.fc613390-5bb8-4f35-b265-0d7591f719c4.svs,Primary Tumor
TCGA-VQ-A91Q-01A-01-TS1.1AF19703-F2EC-4D51-8FAF-FBF4E858E5D3.svs,Primary Tumor
TCGA-VQ-A91K-01A-01-TS1.9047E061-EDE1-49E8-8B2A-3E117D3A8FC9.svs,Primary Tumor
TCGA-IN-A6RP-01A-02-TSB.1DDDB5B4-9E8E-4E7D-86DB-59BE3F4BFD10.svs,Primary Tumor
TCGA-CG-4472-01A-01-TS1.4b49d85c-24bc-4178-bb3f-abbcdf1a62d5.svs,Primary Tumor
TCGA-BR-4370-11A-01-BS1.9159a0b8-332d-44c3-96aa-9a9e873e975e.svs,Solid Tissue Normal
TCGA-D7-6520-01A-01-BS1.06365ca8-5a94-4987-81a5-a6b08d9a7b5f.svs,Primary Tumor
TCGA-CD-5798-01A-01-BS1.e1b74bd0-cf94-4356-8a6c-87ddb2d31c8f.svs,Primary Tumor
TCGA-VQ-A8PF-01A-01-TS1.88A6C5BD-DA4B-4C32-A981-00143BBA5FF7.svs,Primary Tumor
TCGA-CG-4441-01A-01-TS1.e1036cdd-b186-49e7-b90c-7855145f9608.svs,Primary Tumor
TCGA-IN-7806-01A-01-BS1.e629c9d3-613e-42d2-9329-3de8a35d5a63.svs,Primary Tumor
TCGA-CG-5733-01A-01-TS1.0ef73b9c-dc43-4437-88ae-7a5625b6aea3.svs,Primary Tumor
TCGA-BR-4280-11A-01-TS1.571cb127-e252-4b8a-ae11-1d0f205c6474.svs,Solid Tissue Normal
TCGA-BR-8589-01A-01-BS1.934923e3-f4ae-4f65-85b8-ec092746988d.svs,Primary Tumor
TCGA-HU-A4H5-01A-02-TS2.0B07F80F-2B7C-447A-BCF9-2E6E9C2C06D2.svs,Primary Tumor
TCGA-BR-4188-11A-01-TS1.25eacdff-209e-43ff-92ec-f1dfa02cadfe.svs,Solid Tissue Normal
TCGA-D7-6524-01A-01-TS1.2ed95e6c-baa3-4840-9616-41cff369ac64.svs,Primary Tumor
TCGA-CD-8532-01A-01-BS1.e01efe12-5158-4005-a007-2e44f7b6e20b.svs,Primary Tumor
TCGA-D7-6522-01A-01-BS1.b29cb8fb-d9c2-46fe-8394-cd3ef0dcc3c2.svs,Primary Tumor
