File Name,Sample Type
TCGA-VQ-A8PQ-01A-01-TS1.B55AE963-2BAE-4687-A12D-A4FC10011C3F.svs,Primary Tumor
TCGA-IP-7968-01A-01-BS1.bd6d2f9b-7f27-41d2-9df4-242557729c32.svs,Primary Tumor
TCGA-CG-5721-01A-01-BS1.048c574a-3063-4c88-ae02-575486d0deae.svs,Primary Tumor
TCGA-BR-8080-01A-01-BS1.e0f95b66-b7f7-4776-89e3-f26b4820c3ad.svs,Primary Tumor
TCGA-CG-4438-01A-01-BS1.cc0a03a5-09c4-4d93-9de2-3361d374bf75.svs,Primary Tumor
TCGA-BR-4191-01A-02-BS2.94956a01-6e49-4669-9b0a-15b0db56957f.svs,Primary Tumor
TCGA-BR-8364-01A-01-TS1.b34b4b0c-8569-46a2-a044-308b52605888.svs,Primary Tumor
TCGA-CG-5732-01A-01-BS1.9b5b1ad8-8ef3-4b15-9b35-a25a52b0ca0e.svs,Primary Tumor
TCGA-BR-6802-01A-01-BS1.90290772-c0e3-4854-ac21-3bba8fd1018c.svs,Primary Tumor
TCGA-BR-4366-11A-01-BS1.63785b84-67f1-4c4a-bd4d-1b9a37d2d875.svs,Solid Tissue Normal
TCGA-BR-8364-01A-01-BS1.233f49fa-7ede-4351-9115-373df322f91b.svs,Primary Tumor
TCGA-D7-6818-01A-01-BS1.22f6557a-1030-40ed-83a5-2c8cda4acd41.svs,Primary Tumor
TCGA-HU-A4H6-01A-01-TS1.C11E39B5-648D-431E-90A8-BDCA53CC9603.svs,Primary Tumor
TCGA-HU-A4GC-01A-01-TS1.2236F5CF-12AC-4FB7-901D-5C9136138F08.svs,Primary Tumor
TCGA-ZA-A8F6-01A-02-TS2.03AD7ED6-5824-4204-B11B-A17ACF96600F.svs,Primary Tumor
TCGA-BR-8286-01A-01-TS1.06bb9331-1a5d-4962-8a49-c243d4d55ca7.svs,Primary Tumor
TCGA-BR-8368-01A-01-TS1.c54fb61c-339c-4d2b-9f61-6344de78f02f.svs,Primary Tumor
TCGA-CG-4460-01A-01-BS1.f25fdf8c-1dfe-474f-9092-df8bddffcedd.svs,Primary Tumor
TCGA-VQ-A8PT-01A-01-TS1.87C3629E-71AA-4384-83A3-6E984FB9720B.svs,Primary Tumor
TCGA-FP-A4BF-01A-01-TS1.9B4509FD-200F-435D-870E-392489F477A6.svs,Primary Tumor
TCGA-BR-4256-11A-01-BS1.b2ae8d5e-3c76-4bac-9a9d-511dc7a78268.svs,Solid Tissue Normal
TCGA-BR-8296-01A-01-BS1.9a3d25b4-8449-4f1e-9ff2-016d70da4d4f.svs,Primary Tumor
TCGA-BR-8362-01A-01-TS1.161b4609-6e79-41d1-a691-663e69a4317c.svs,Primary Tumor
TCGA-BR-6709-01A-01-BS1.d8e5050a-d95c-4b2c-94a7-c43dc7104cf1.svs,Primary Tumor
TCGA-D7-6518-01A-01-TS1.3a086a4d-89c8-43b2-8693-87dc3b295b4d.svs,Primary Tumor
TCGA-BR-4201-01A-01-BS1.4ef3c297-a8b0-4215-90f9-a47eccd2f9e7.svs,Primary Tumor
TCGA-CD-8536-01A-01-BS1.3cc76417-d39c-4583-9041-ecfeb5703b00.svs,Primary Tumor
TCGA-BR-A452-01A-09-TSI.BD3971E5-7F5A-4798-AA61-67CBFBCB01C8.svs,Primary Tumor
TCGA-VQ-A94P-01A-01-TS1.2F13D4DD-7B11-4610-B305-09D9A04490D2.svs,Primary Tumor
TCGA-BR-6709-01A-01-TS1.0693798d-f1e6-460d-8ead-729e5b7e29d8.svs,Primary Tumor
TCGA-CD-8533-01A-01-BS1.0a65b15c-49c2-4b4f-821f-f164ea97997d.svs,Primary Tumor
TCGA-HU-A4GP-01A-01-TS1.1D391AC6-06A2-4926-B9C6-F39B8A861AB2.svs,Primary Tumor
TCGA-BR-4256-01A-01-TS1.3494f314-2f94-4b07-bae5-707ac7dad0ea.svs,Primary Tumor
TCGA-F1-6177-01A-01-TS1.f5b7e812-9685-4f60-a6a5-bd937284b802.svs,Primary Tumor
TCGA-BR-4267-11A-01-BS1.044008d0-0f91-4d53-9fd8-cc8211176f4e.svs,Solid Tissue Normal
TCGA-BR-6566-01A-01-BS1.5fc802d9-5f41-4ab5-bf86-335adc2900d9.svs,Primary Tumor
TCGA-BR-A453-01A-01-TSA.8CB21363-826C-4EFD-96C4-A2773717A72C.svs,Primary Tumor
TCGA-BR-7723-01A-01-BS1.52e6dce9-c089-412f-98c5-ca49a7cede40.svs,Primary Tumor
TCGA-BR-8677-01A-01-BS1.337b1648-336c-4365-bb31-cee693eb497d.svs,Primary Tumor
TCGA-KB-A93H-01A-01-TS1.890A9067-6FC1-4F91-A6B9-ED2E41DC5CB6.svs,Primary Tumor
TCGA-BR-7717-11A-01-TS1.a0cd42ef-9a4a-45e7-aa89-319393f308ac.svs,Solid Tissue Normal
TCGA-VQ-A91U-01A-01-TS1.D5C6B54E-ECC8-4BCB-B96C-5B4DC3DA478E.svs,Primary Tumor
TCGA-VQ-A8P8-01A-01-TS1.5B183BC1-4E67-4978-853F-3832DA684F10.svs,Primary Tumor
TCGA-BR-4253-11A-01-TS1.f9945942-7ec0-4b94-a3d6-663a04ce72ee.svs,Solid Tissue Normal
TCGA-IN-8462-11A-01-TS1.998e9988-505a-4400-85fb-b6247cff7826.svs,Solid Tissue Normal
TCGA-VQ-A923-01A-01-TS1.C2D7E401-129B-4970-A0D2-992402750135.svs,Primary Tumor
TCGA-BR-4256-11A-01-TS1.85636caf-1d01-4199-8301-2636b1c84804.svs,Solid Tissue Normal
TCGA-BR-7717-01A-01-BS1.588aceb6-e694-4b9d-9f44-99522e24abd0.svs,Primary Tumor
TCGA-VQ-A91D-01A-01-TS1.4BC19AE9-F3BF-4709-80DD-40316F028A32.svs,Primary Tumor
TCGA-D7-6526-01A-01-BS1.dac7c80f-1a7f-40e1-bf6a-e99fd513be93.svs,Primary Tumor
TCGA-FP-7998-01A-01-TS1.bcfda3fb-0623-4933-973b-4efdd5da7ef8.svs,Primary Tumor
TCGA-EQ-A4SO-11A-01-TS1.6B09D491-263D-49E7-B3BB-48A4742D2406.svs,Solid Tissue Normal
TCGA-BR-4280-11A-01-BS1.a7e247b5-0e9d-4293-b1ef-9b1ab56a0f7a.svs,Solid Tissue Normal
TCGA-CG-4469-01A-01-TS1.f9591370-1728-445a-8490-1dd5862c0868.svs,Primary Tumor
TCGA-BR-8367-01A-01-BS1.9810b0b6-31eb-4f93-b610-689bc6067eb3.svs,Primary Tumor
TCGA-CG-4306-01A-01-TS1.32559eb9-e60d-4ad1-bb31-e33adf7ae734.svs,Primary Tumor
TCGA-D7-6817-01A-01-BS1.8529b6c7-d030-4c8d-98e9-4a9c18e7b7f4.svs,Primary Tumor
TCGA-CG-5730-01A-01-TS1.3cf69b4e-7e3a-4c29-b5b6-af3b06772a76.svs,Primary Tumor
TCGA-VQ-AA64-01A-01-TS1.711260D0-0778-4564-8377-A8CE852A6460.svs,Primary Tumor
TCGA-BR-7957-01A-01-TS1.0ed09459-4c85-43ac-8c32-8521612f9556.svs,Primary Tumor
TCGA-BR-4371-11A-01-BS1.35911d84-10a6-4e80-b558-aa84e81d9d35.svs,Solid Tissue Normal
TCGA-D7-6815-01A-01-BS1.27ed09fb-797d-4523-94a5-f77556706b91.svs,Primary Tumor
TCGA-IP-7968-01A-01-TS1.3cdc0856-f789-4cdc-b7e1-35ea587dc9ec.svs,Primary Tumor
TCGA-ZQ-A9CR-01A-01-TS1.1DE6C62C-CC65-41AD-A1BA-1D7302D88883.svs,Primary Tumor
TCGA-D7-6526-01A-01-TS1.422a96b9-349c-4b50-8440-d45fcc0098f5.svs,Primary Tumor
TCGA-BR-6454-01A-01-TS1.05ede179-7883-4068-a7a1-c7c55bcabcfa.svs,Primary Tumor
TCGA-VQ-A92D-01A-01-TS1.CAE04F9B-7259-4FBC-82BF-704B9F7A5A47.svs,Primary Tumor
TCGA-BR-4279-01A-01-TS1.f6627e3e-68cc-4872-8a73-963a06bd9ddd.svs,Primary Tumor
TCGA-HU-A4G3-01A-01-TS1.719BA857-BC0A-4218-A909-31F273A6A98A.svs,Primary Tumor
TCGA-CG-5719-01A-01-BS1.90fb1653-eb04-47db-866e-5f401c2abc49.svs,Primary Tumor
TCGA-CG-5721-01A-01-TS1.e675efb9-939d-4ef7-83af-18595ff1c426.svs,Primary Tumor
TCGA-BR-4292-01A-01-TS1.9259d698-9e60-4873-8098-52d7ef8e0d37.svs,Primary Tumor
TCGA-HU-8610-01A-01-BS1.5bc3b564-25b6-49ac-b38e-7dd527479c11.svs,Primary Tumor
TCGA-VQ-A8DV-01A-01-TS1.E87FE198-F0C0-4C88-9EF5-7F1B814F43F3.svs,Primary Tumor
TCGA-CG-5732-01A-01-TS1.5ffc93a9-9514-4995-b2e3-ceace357feb7.svs,Primary Tumor
TCGA-CG-4442-01A-01-TS1.56803b06-35e2-4b96-b062-8fd22963a80c.svs,Primary Tumor
TCGA-BR-4257-11A-01-TS1.7634bb87-e964-47d8-95e3-a37a55cc5646.svs,Solid Tissue Normal
TCGA-CD-8530-01A-01-TS1.5a762e8f-accd-47be-9358-168ceaa0dd8f.svs,Primary Tumor
TCGA-KB-A93J-01A-01-TS1.08F5B199-A8F3-4739-85C5-99D47C31E88A.svs,Primary Tumor
TCGA-BR-4187-01A-01-BS1.efc97966-7041-46e6-bcee-3fa39daa0858.svs,Primary Tumor
TCGA-BR-8690-01A-01-BS1.6a71b721-18b9-432d-9884-a7845b61b0a9.svs,Primary Tumor
TCGA-HU-A4GH-01A-01-TS1.FEAEF8D4-602C-42E3-B15B-08F8DF3FA4A8.svs,Primary Tumor
TCGA-RD-A8N5-01A-01-TS1.D3672CE3-1535-4732-AB32-46B2C2DE7826.svs,Primary Tumor
TCGA-BR-8372-01A-01-TS1.34c8726d-330c-4217-bc0e-01a24f345066.svs,Primary Tumor
TCGA-D7-A747-01A-02-TS2.5A54B8DF-6706-4D9D-B0BC-6F2DB1AEDACF.svs,Primary Tumor
TCGA-IN-8663-11A-01-TS1.edf6c8c6-5fa6-4c0b-b392-59f3d05691d2.svs,Solid Tissue Normal
TCGA-BR-6710-01A-01-BS1.6893e324-db45-4d31-923d-c15c3647665d.svs,Primary Tumor
TCGA-CD-A48A-01A-01-TSA.0C77FBEE-72C6-4BE4-8575-B752139402FF.svs,Primary Tumor
TCGA-B7-5818-01A-01-BS1.a012bb27-0d58-4e93-97e1-69319de85ae7.svs,Primary Tumor
TCGA-BR-8059-01A-01-TS1.7d2f893e-1167-4331-ad84-6ad30abc5c48.svs,Primary Tumor
TCGA-CG-4443-01A-01-TS1.5d585f90-be5d-48eb-bbc8-ee9be5702ec9.svs,Primary Tumor
TCGA-HU-A4H2-01A-01-TS1.3CE19F02-D8F5-4C91-8000-D17772DEABEF.svs,Primary Tumor
TCGA-HU-A4GT-01A-02-TS2.3A7FF2AD-6975-4680-9093-F9EACA040A07.svs,Primary Tumor
TCGA-BR-8690-01A-01-TS1.4411c3e3-2f4a-4ee7-b7a7-d4c76125c45c.svs,Primary Tumor
TCGA-F1-6875-01A-01-BS1.2e18d01c-2ae8-4963-b34a-3741faa00b72.svs,Primary Tumor
TCGA-CG-5730-11A-01-TS1.a887de83-7205-4daa-8eac-3f18a4004625.svs,Solid Tissue Normal
TCGA-BR-A4J8-01A-01-TSA.75EF0D69-DB43-4F96-992B-5FFDDC0230EA.svs,Primary Tumor
TCGA-RD-A7BT-01A-01-TS1.7B7B4758-0EBB-4393-A2E9-64277F34FEF2.svs,Primary Tumor
TCGA-HU-A4GQ-01A-01-TSA.274545D5-D77F-40D0-9149-3F81D6D395CE.svs,Primary Tumor
TCGA-HU-A4H5-11A-01-TS1.E36F24ED-0D1A-41F6-9AF3-20711BFA7665.svs,Solid Tissue Normal
TCGA-FP-7998-01A-01-BS1.db0cfd76-505a-433c-9167-edb8306b30ee.svs,Primary Tumor
TCGA-IN-8663-01A-01-TS1.0089a890-a7c6-42fd-ad37-df5ec8a939ba.svs,Primary Tumor
TCGA-BR-6852-01A-01-TS1.7296b0e0-866e-4277-a14d-fbd3aab43e12.svs,Primary Tumor
TCGA-RD-A8MW-01A-01-TS1.D026458E-517E-4D5C-8D84-460F352F8656.svs,Primary Tumor
TCGA-D7-A4YY-01A-01-TS1.BD1DF037-BBBA-4C57-9782-E57A57E0384E.svs,Primary Tumor
TCGA-HU-A4GU-01A-01-TS1.86BDE961-0D8C-4625-A396-479DEE4D466A.svs,Primary Tumor
TCGA-D7-6525-01A-01-BS1.8f9db142-2095-483b-bdb6-a8af88c9ef2c.svs,Primary Tumor
TCGA-CG-5718-01A-01-BS1.0d6beb19-5d43-4def-92d1-b98838579bdb.svs,Primary Tumor
TCGA-CD-8525-01A-01-BS1.dbba44bc-40d7-4d42-b30d-a1d814fa670b.svs,Primary Tumor
TCGA-VQ-A8P5-01A-01-TS1.B8563794-9D3B-4C03-A979-DCA9EDFA0300.svs,Primary Tumor
TCGA-BR-8366-01A-01-TS1.a8c8e7c1-1dad-4303-a510-6477fe65808d.svs,Primary Tumor
TCGA-VQ-A8PC-01A-01-TS1.2986CD3B-8500-43F1-9E4B-4FFF89D79365.svs,Primary Tumor
TCGA-CG-4475-01A-01-TS1.852dac27-f9f7-4a15-9da8-3efc8efdf361.svs,Primary Tumor
TCGA-BR-A4IU-01A-02-TSB.726A9E0A-F2E1-4E88-9DB7-720EC4848CB5.svs,Primary Tumor
TCGA-HU-8602-01A-01-BS1.4f14a152-1d53-4fd2-ada5-a85a625a78c8.svs,Primary Tumor
TCGA-BR-A4QL-01A-03-TSC.610A1058-428B-44CC-B4AE-7B010E7DD2AF.svs,Primary Tumor
TCGA-VQ-AA6J-01A-01-TS1.BA56A642-E9C6-4B6A-BC16-69B223E58B7B.svs,Primary Tumor
TCGA-3M-AB47-01A-02-TS2.098C381B-1806-4720-8F7B-326BE8F085F7.svs,Primary Tumor
TCGA-BR-8682-01A-01-TS1.dbd82fc8-e7a1-4b2f-ae52-6ed19981e6d6.svs,Primary Tumor
TCGA-D7-5577-01A-01-TS1.23c82cd3-2bc2-409f-8325-038a2a0fac29.svs,Primary Tumor
TCGA-HF-7131-01A-01-BS1.81f14516-2eda-42f6-96fb-8d71181bd012.svs,Primary Tumor
TCGA-BR-4361-11A-01-BS1.d91bbc48-a851-466f-8f82-e162117b6516.svs,Solid Tissue Normal
TCGA-BR-7723-01A-01-TS1.d44797b3-3a2b-4ca0-8182-e49f379f8136.svs,Primary Tumor
TCGA-BR-8370-01A-01-BS1.c9d05a92-0b32-41e4-8290-742309fbb82d.svs,Primary Tumor
TCGA-HF-7133-01A-01-BS1.dfd5c67d-9681-4c5e-9a31-40bbe3f96e15.svs,Primary Tumor
TCGA-CG-5722-11A-01-TS1.67333ee6-7176-4053-a5d9-238e56843dbd.svs,Solid Tissue Normal
TCGA-BR-4362-11A-01-BS1.b519fbd0-1e18-47aa-b5c4-a2780ed056a1.svs,Solid Tissue Normal
TCGA-D7-6522-01A-01-TS1.666821c4-3332-411a-bd31-a9286469d97d.svs,Primary Tumor
TCGA-CG-5720-01A-01-TS1.d91e0ea8-4a51-431e-9884-912a363688ca.svs,Primary Tumor
TCGA-HU-8238-01A-01-TS1.6876723d-7208-4e2c-85cc-5c55cbc2caa8.svs,Primary Tumor
TCGA-CD-8527-01A-01-TS1.9839995c-4203-48ab-9ac6-34c686c27ac7.svs,Primary Tumor
TCGA-BR-7704-01A-01-BS1.e7919b39-a1b0-4e85-bda6-5746bdc3393e.svs,Primary Tumor
TCGA-IN-AB1X-11A-02-TSB.D93AE39C-53B2-4765-95FE-7D30CC41C99F.svs,Solid Tissue Normal
TCGA-CG-4301-01A-01-BS1.637576a0-9116-41ab-867b-4569fde1b4e9.svs,Primary Tumor
TCGA-BR-4368-11A-01-BS1.ca632cb0-dfdd-4bbc-b96e-854b221d4df4.svs,Solid Tissue Normal
TCGA-BR-4257-01A-01-BS1.593632c9-b59d-43d5-bc04-4af610e9fdb6.svs,Primary Tumor
TCGA-CG-4304-01A-01-TS1.7c1620ba-bcd0-4616-b138-08c67936e65c.svs,Primary Tumor
TCGA-BR-6803-01A-01-TS1.9236cc53-f781-4879-a38d-8445a17f46b2.svs,Primary Tumor
TCGA-VQ-AA6B-01A-01-TS1.CCFC8271-C19E-4DCA-B590-74E386EFA6DC.svs,Primary Tumor
TCGA-CD-8531-01A-01-TS1.889eeb1b-b982-49f7-8f6b-506e58e6897e.svs,Primary Tumor
TCGA-BR-8372-01A-01-BS1.90efad73-95d3-4869-a4fd-1fca85471d27.svs,Primary Tumor
TCGA-VQ-A8PY-01A-01-TS1.E112FA08-CE6B-4D18-9B5C-CDC6267B4C0E.svs,Primary Tumor
TCGA-D7-A4Z0-01A-02-TS2.81F1B88A-5AD2-4471-BE33-9DAC020D074F.svs,Primary Tumor
TCGA-HU-8608-11A-01-TS1.7bd7ef13-193e-440c-9610-1b01c1142186.svs,Solid Tissue Normal
TCGA-BR-8291-01A-01-TS1.a8d1d185-d12f-4d0c-bb07-f9a1b475d1b4.svs,Primary Tumor
TCGA-BR-4280-01A-01-BS1.c33ad631-fa19-4aba-bd9f-7e382758a9a0.svs,Primary Tumor
TCGA-HU-8602-01A-01-TS1.322f96b6-fe73-4b80-a98c-395feb6fa758.svs,Primary Tumor
TCGA-RD-A8N1-01A-01-TS1.74F2F199-066C-4180-A212-D7D0E06ABC2B.svs,Primary Tumor
TCGA-RD-A8N2-01A-01-TS1.B0B12170-3989-476E-BD8D-6B7FEE5C2B0A.svs,Primary Tumor
TCGA-D7-A4YT-01A-01-TS1.4C115C5B-A653-48F0-B461-98DECF8BABBA.svs,Primary Tumor
TCGA-3M-AB46-01A-01-TS1.E3B69170-C92D-4196-9DD5-F65762D4C700.svs,Primary Tumor
TCGA-BR-8284-01A-01-BS1.89d1b223-f071-46b8-ade6-296f300b2a8e.svs,Primary Tumor
TCGA-VQ-A8PX-01A-01-TS1.76844AEF-EDCE-49EC-AFFD-DBEC7B2ACAD6.svs,Primary Tumor
TCGA-MX-A5UJ-01A-01-TS1.B6D21B23-9774-43AF-BAD0-F5A5395ED0C8.svs,Primary Tumor
TCGA-FP-7829-11A-01-TS1.293470f2-1c5f-4acd-b794-92bcaa4d6503.svs,Solid Tissue Normal
TCGA-BR-6801-01A-01-BS1.68013fe0-0ca2-43dd-b924-43773b3c61a7.svs,Primary Tumor
TCGA-D7-8570-01A-01-BS1.6a8e38b9-3b5c-4fd1-a25e-81278bef811a.svs,Primary Tumor
TCGA-VQ-AA6K-01A-01-TS1.F9DED64B-48DE-47DE-92AE-33E837F78429.svs,Primary Tumor
TCGA-BR-6706-11A-01-TS1.bf268a0e-7ee0-4d76-8365-cd6fddb6893f.svs,Solid Tissue Normal
TCGA-VQ-A91K-01A-01-TS1.9047E061-EDE1-49E8-8B2A-3E117D3A8FC9.svs,Primary Tumor
TCGA-IN-A6RP-01A-02-TSB.1DDDB5B4-9E8E-4E7D-86DB-59BE3F4BFD10.svs,Primary Tumor
TCGA-BR-4370-11A-01-BS1.9159a0b8-332d-44c3-96aa-9a9e873e975e.svs,Solid Tissue Normal
TCGA-D7-6520-01A-01-BS1.06365ca8-5a94-4987-81a5-a6b08d9a7b5f.svs,Primary Tumor
TCGA-BR-7901-01A-01-TS1.b2e71628-c708-4729-a4b3-0721f3c3410f.svs,Primary Tumor
TCGA-BR-7716-01A-01-BS1.4f114fd6-8f0f-4f5f-812b-a4a6621f1ec6.svs,Primary Tumor
TCGA-VQ-A8PF-01A-01-TS1.88A6C5BD-DA4B-4C32-A981-00143BBA5FF7.svs,Primary Tumor
TCGA-CG-4441-01A-01-TS1.e1036cdd-b186-49e7-b90c-7855145f9608.svs,Primary Tumor
TCGA-BR-8060-11A-01-TS1.7e02921b-c29f-4110-8ab9-e97bbd8b8b46.svs,Solid Tissue Normal
TCGA-BR-7959-01A-01-TS1.4efd1df3-64ce-4734-8e28-d1ff7ea75d41.svs,Primary Tumor
TCGA-IN-7806-01A-01-BS1.e629c9d3-613e-42d2-9329-3de8a35d5a63.svs,Primary Tumor
TCGA-CG-5733-01A-01-TS1.0ef73b9c-dc43-4437-88ae-7a5625b6aea3.svs,Primary Tumor
TCGA-BR-4280-11A-01-TS1.571cb127-e252-4b8a-ae11-1d0f205c6474.svs,Solid Tissue Normal
TCGA-BR-4191-11A-01-BS1.ce3bd122-61e9-489b-b37b-50be5de75676.svs,Solid Tissue Normal
TCGA-BR-8589-01A-01-BS1.934923e3-f4ae-4f65-85b8-ec092746988d.svs,Primary Tumor
TCGA-BR-4188-11A-01-TS1.25eacdff-209e-43ff-92ec-f1dfa02cadfe.svs,Solid Tissue Normal
TCGA-CD-8532-01A-01-BS1.e01efe12-5158-4005-a007-2e44f7b6e20b.svs,Primary Tumor
TCGA-BR-6458-01A-01-TS1.74044284-b5c8-40e8-a828-0ab9506a9323.svs,Primary Tumor
TCGA-D7-6522-01A-01-BS1.b29cb8fb-d9c2-46fe-8394-cd3ef0dcc3c2.svs,Primary Tumor
TCGA-EQ-5647-01A-01-TS1.f297f541-40ad-4127-9b65-fa5b3fba2be4.svs,Primary Tumor
TCGA-SW-A7EA-01A-01-TSA.6C194776-4145-428A-AB45-32D0B01DE06B.svs,Primary Tumor
TCGA-BR-4294-11A-01-TS1.59a111e7-01e2-40c1-918c-25449d7dcec5.svs,Solid Tissue Normal
